,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17
abits:1/wbits:2,1.3766248230240308e-07,9.590849003870972e-08,1.368957782688085e-07,2.8107933758292347e-08,1.2649252312257886e-07,4.90899765281938e-10,1.2836699170293286e-07,1.8387027012067847e-07,2.598558239697013e-07,1.7631464288569987e-08,3.3860669645946473e-07,4.253251972841099e-09,3.3864671422634274e-07,3.31884621118661e-07,3.0348473956109956e-07,1.0126092320206226e-07,3.04780769511126e-07,1.0079975254484452e-07
abits:1/wbits:3,1.2987629816052504e-07,9.949485502147581e-08,1.4162424122332595e-07,2.8572230803547427e-08,1.2396390047797468e-07,7.182734407251701e-10,1.2538066584966145e-07,1.844709913711995e-07,2.6803172659128904e-07,1.921443981700577e-08,3.3815558708738536e-07,4.1568455344531685e-09,3.3908327168319374e-07,3.339246177347377e-07,3.020959411514923e-07,1.0213412338089256e-07,3.062577889068052e-07,9.81900427632354e-08
abits:1/wbits:4,1.353064362774603e-07,9.187579053104855e-08,1.3141630006430205e-07,2.3863094611442648e-08,1.3145427146810107e-07,4.681623977376148e-10,1.2586497177835554e-07,1.8228638509754092e-07,2.651950126164593e-07,1.8252649169880897e-08,3.3916330721694976e-07,4.6507011575158685e-09,3.3855849324027076e-07,3.3588094083825126e-07,3.0316186894197017e-07,1.0345829082325508e-07,3.0697538022650406e-07,1.1192457805009326e-07
abits:1/wbits:5,1.4931401892681606e-08,9.755990504345391e-08,1.443156634195475e-07,2.3816483007976785e-08,1.4131978787190747e-07,6.727987056365237e-10,1.9400795281399041e-07,3.1033869163366035e-07,3.0794717531534843e-07,2.3793290893081576e-08,3.5710763768292964e-07,6.727077561663464e-09,3.4242566471220925e-07,3.7018526199972257e-07,3.14817953039892e-07,1.1368629770913685e-07,3.114391802228056e-07,4.273366016604996e-08
abits:1/wbits:6,3.183231456205249e-12,1.2583518582687248e-07,1.9801223061222117e-07,8.727283784537576e-09,1.4526494851452298e-07,4.5270098780747503e-10,3.6196161090629175e-07,3.790064511122182e-07,3.3756441553123295e-07,7.406561053358018e-08,4.6161949285306036e-07,2.2315362002700567e-08,3.929790182155557e-07,5.848423825227655e-07,4.1545990825397894e-07,1.264981790427555e-07,5.061701813247055e-07,2.6805190600498463e-07
abits:1/wbits:7,3.270049546699738e-07,4.690559762821067e-08,7.970356818987057e-09,7.023800208116882e-08,1.310668267251458e-07,2.764181772363372e-09,9.16725184652023e-09,1.5352270565927029e-09,1.4807710613240488e-07,3.183231456205249e-10,1.1819201972684823e-07,3.533386916387826e-10,1.4411762094823644e-07,1.3207588267505344e-07,1.310983179791947e-07,9.301038517151028e-08,5.8467804819883895e-08,1.4212844234862132e-08
abits:2/wbits:0,1.3578528523794375e-07,9.491395758232102e-08,1.3598832993011456e-07,1.664898263697978e-08,1.2833265827794094e-07,7.412381819449365e-10,1.212338247569278e-07,1.787529981811531e-07,2.406300154689234e-07,1.3771114026894793e-08,3.278296389908064e-07,2.736669557634741e-09,3.2314801501343027e-07,3.168170223943889e-07,2.901688276324421e-07,9.722316463012248e-08,2.8947488317498937e-07,8.725186262381612e-08
abits:2/wbits:1,1.377436547045363e-07,7.980747795954812e-08,1.4286615623859689e-07,2.0494780983426608e-08,1.3390149433689658e-07,2.9058355721645057e-10,1.20359800348524e-07,1.767434696375858e-07,2.5011559046106413e-07,1.3677436072612181e-08,3.254581315559335e-07,2.314209268661216e-09,3.162303983117454e-07,3.1652325560571626e-07,2.913920980063267e-07,9.705695447337348e-08,2.875312929973006e-07,8.487012337354827e-08
abits:2/wbits:2,1.3463682080328e-07,8.963388609117828e-08,1.3902172213420272e-07,2.229580786661245e-08,1.3026306078245398e-07,3.0900082492735237e-10,1.3277576726977713e-07,1.6337480701622553e-07,2.391548150626477e-07,1.3210410543251783e-08,3.2567822927376255e-07,2.771685103652999e-09,3.234117684769444e-07,3.188024493283592e-07,2.9096008802298456e-07,9.60088755164179e-08,2.835913619492203e-07,8.708005339030933e-08
abits:2/wbits:3,1.282335233554477e-07,9.226346264767926e-08,1.428409177606227e-07,2.2630956664215773e-08,1.3045996638538782e-07,4.411049303598702e-10,1.2947384675499052e-07,1.6492913346155547e-07,2.480396688042674e-07,1.4579654816770926e-08,3.239929355913773e-07,2.65708877122961e-09,3.2535535865463316e-07,3.200257197022438e-07,2.9080911190249026e-07,9.669952305557672e-08,2.8645263228099793e-07,8.480986934955581e-08
abits:2/wbits:4,1.3490239325619768e-07,8.474353307974525e-08,1.3013345778745133e-07,1.804892235668376e-08,1.3645376384374686e-07,3.0331648304127157e-10,1.2806412996724248e-07,1.6335116015397944e-07,2.4508972273906693e-07,1.3847966329194605e-08,3.260165613028221e-07,2.9644979804288596e-09,3.2247953640762717e-07,3.2028947316575795e-07,2.90441676042974e-07,9.788180932446267e-08,2.875294740078971e-07,9.839470749284374e-08
abits:2/wbits:5,1.93981577467639e-08,9.069549378182273e-08,1.4172292139846832e-07,1.8831315173883922e-08,1.450951003789669e-07,4.376943252282217e-10,1.816147232602816e-07,2.932438292191364e-07,2.926412889792118e-07,1.803118720999919e-08,3.4662207326618955e-07,4.490175342652947e-09,3.3072046790039167e-07,3.4690674510784447e-07,3.0277351470431313e-07,1.0488787438589497e-07,2.9053811090307136e-07,3.620192501330166e-08
abits:2/wbits:6,6.616573955398053e-11,1.2104305824323092e-07,1.8471155271981843e-07,6.499249138869345e-09,1.4518604984914418e-07,3.0331648304127157e-10,3.557343006832525e-07,3.74705450667534e-07,3.2758634915808216e-07,6.414938980014995e-08,4.225403245072812e-07,1.698663254501298e-08,3.6991696106269956e-07,5.595356924459338e-07,3.8176949601620436e-07,1.1412734579607786e-07,4.5562956074718386e-07,2.41696852754103e-07
abits:2/wbits:7,3.2473144528921694e-07,4.204912329441868e-08,6.931486495886929e-09,6.026971277606208e-08,1.2663713278016075e-07,1.9404069462325424e-09,8.102688298095018e-09,1.2082637113053352e-09,1.4103261491982266e-07,2.2919266484677792e-10,1.1470274330349639e-07,2.0509105524979532e-10,1.337648427579552e-07,1.2053715181536973e-07,1.1998977811344957e-07,8.660575190333475e-08,4.744435955217341e-08,1.4373512158272206e-08
abits:3/wbits:0,1.253272330359323e-07,7.839548743504565e-08,1.2977693586435635e-07,1.232524482475128e-08,1.4200077202985995e-07,2.6852831069845706e-10,1.2964801499038003e-07,1.4065926734474488e-07,1.970424818864558e-07,7.425569492625073e-09,2.797883098537568e-07,1.0036274034064263e-09,2.75377715297509e-07,2.958850302547944e-07,2.57874489761889e-07,8.360967740372871e-08,2.342994775972329e-07,6.293177534644201e-08
abits:3/wbits:1,1.2839359442295972e-07,6.491131898656022e-08,1.288378825847758e-07,1.4275656212703325e-08,1.4451484275923576e-07,9.072209650184959e-11,1.259368218597956e-07,1.3857106750947423e-07,2.0641800801968202e-07,7.436938176397234e-09,2.743527147686109e-07,8.208189683500677e-10,2.6021098165074363e-07,2.958104232675396e-07,2.6062025426654145e-07,8.342217938661634e-08,2.3139637050917372e-07,6.100825089561113e-08
abits:3/wbits:2,1.2673058336076792e-07,7.496123544115108e-08,1.3713474800169934e-07,1.615990186110139e-08,1.4206807463779114e-07,1.0231815394945443e-10,1.3922544894739985e-07,1.3172302715247497e-07,1.988091753446497e-07,7.19182935426943e-09,2.771707841020543e-07,1.0104486136697233e-09,2.741717253229581e-07,2.965989551739767e-07,2.6047291612485424e-07,8.251527106040157e-08,2.2588665160583332e-07,6.285500830927049e-08
abits:3/wbits:3,1.1954693945881445e-07,7.711855687375646e-08,1.3957469491288066e-07,1.5617388271493837e-08,1.4436068340728525e-07,1.5552359400317073e-10,1.3743419913225807e-07,1.341572897217702e-07,2.057704477920197e-07,7.998096407391131e-09,2.730630512814969e-07,9.808900358621031e-10,2.761862560873851e-07,2.9847888072254136e-07,2.603428583825007e-07,8.295546649605967e-08,2.2823314793640748e-07,6.078769843043119e-08
abits:3/wbits:4,1.2674195204454008e-07,6.930395102244802e-08,1.2285818229429424e-07,1.2187229003757238e-08,1.4576266949006822e-07,8.549250196665525e-11,1.336370587523561e-07,1.3465205483953469e-07,2.0227889763191342e-07,7.540620572399348e-09,2.732203938649036e-07,1.04046193882823e-09,2.7233181754127145e-07,2.996494004037231e-07,2.5932422431651503e-07,8.340418844454689e-08,2.3122177594814275e-07,7.073654728628753e-08
abits:3/wbits:5,1.6046897144406103e-08,7.634253051946871e-08,1.3148564903531224e-07,1.3720637070946395e-08,1.440380401618313e-07,1.3528733688872308e-10,1.5819796317373402e-07,2.4573773771408014e-07,2.5734198061400093e-07,1.0191797628067434e-08,3.1004356060293503e-07,1.8094397091772407e-09,2.842471076291986e-07,3.170589479850605e-07,2.730330379563384e-07,8.914042837204761e-08,2.3476150090573356e-07,2.417763766970893e-08
abits:3/wbits:6,1.9099388737231493e-11,1.0787971405079588e-07,1.5495947991439607e-07,5.0074504542863e-09,1.3370299711823463e-07,9.43600753089413e-11,3.29345311911311e-07,3.675831976579502e-07,3.01588443107903e-07,4.732601155410521e-08,3.715490493050311e-07,8.208644430851564e-09,3.493041731417179e-07,5.06220203533303e-07,3.376871973159723e-07,9.337284723187622e-08,3.5705670597963035e-07,1.9098240500170505e-07
abits:3/wbits:7,3.089726305915974e-07,3.251125235692598e-08,3.5677203413797542e-09,4.452340363059193e-08,1.3105909602018073e-07,8.471943147014827e-10,5.577021511271596e-09,6.521077011711895e-10,1.2982445696252398e-07,1.0459189070388675e-10,9.587984095560387e-08,7.867129170335829e-11,1.1823976819869131e-07,1.047617956828617e-07,1.017017154936184e-07,6.969059995753923e-08,2.5343922516185557e-08,1.4637919321103254e-08
abits:4/wbits:0,1.0876510714297183e-07,6.172467692522332e-08,8.701590559212491e-08,2.502247298252769e-09,1.3961312106403057e-07,3.660716174636036e-11,1.3893895811634138e-07,1.2769896784448065e-07,1.3186718206270598e-07,1.623448042664677e-09,1.4292209016275592e-07,1.0277290130034089e-10,1.3718636182602495e-07,2.449653493385995e-07,1.482736138314067e-07,4.328262548369821e-08,1.0072099598801287e-07,2.2563597212865716e-08
abits:4/wbits:1,1.0718053999880794e-07,4.9331447371514514e-08,7.938956514408346e-08,3.25508153764531e-09,1.364387571811676e-07,1.2278178473934531e-11,1.3885573935112916e-07,1.283319761569146e-07,1.3476483218255453e-07,1.709850039333105e-09,1.4218539945431985e-07,1.0095391189679503e-10,1.327571226283908e-07,2.453762988352537e-07,1.511230891537707e-07,4.2831175051105674e-08,1.00454883522616e-07,2.1734763322456274e-08
abits:4/wbits:2,1.0687062967917882e-07,5.932201929681469e-08,1.0184112397837453e-07,3.93606569559779e-09,1.388091277476633e-07,1.2050804798491299e-11,1.3530097930924967e-07,1.2934606274939142e-07,1.334456101176329e-07,1.6884769138414413e-09,1.4070383258513175e-07,1.064108801074326e-10,1.3771659723715857e-07,2.4485350991199084e-07,1.4962316186029057e-07,4.116913032703451e-08,9.744576345838141e-08,2.1982941689202562e-08
abits:4/wbits:3,1.0376197678851895e-07,5.956485438218806e-08,1.0224562174698804e-07,3.664581527118571e-09,1.3957901501271408e-07,1.546140993013978e-11,1.377993612550199e-07,1.2873988453065977e-07,1.3599355952464975e-07,1.8808350432664156e-09,1.4128090697340667e-07,1.1004885891452432e-10,1.3793214748147875e-07,2.483614025550196e-07,1.5065919001244765e-07,4.321989877098531e-08,9.861321359494468e-08,2.1185513787713717e-08
abits:4/wbits:4,1.0782605386339128e-07,5.426682037068531e-08,8.909341886464972e-08,2.5959252525353804e-09,1.3315229807631113e-07,8.640199666842818e-12,1.38908490043832e-07,1.2880173017038032e-07,1.3263479559100233e-07,1.8421815184410661e-09,1.3649332686327398e-07,1.1868905858136714e-10,1.355992935714312e-07,2.4883604510250734e-07,1.4843470808045822e-07,4.3574772234933334e-08,1.0008059803112701e-07,2.7717135253624292e-08
abits:4/wbits:5,1.581588549015578e-08,5.672609404427931e-08,9.921564014803153e-08,3.235527401557192e-09,1.1203064786968753e-07,1.546140993013978e-11,1.3834278433932923e-07,1.420698936271947e-07,1.7172988009406254e-07,2.4069777282420546e-09,1.7610045688343234e-07,2.2146195988170803e-10,1.4435499906539917e-07,2.646803523020935e-07,1.7093699966608256e-07,5.126423729961971e-08,1.0175165243708761e-07,9.806541356738308e-09
abits:4/wbits:6,4.75210981676355e-11,8.612960300524719e-08,1.4175407159200404e-07,9.893028618535027e-10,9.240761755791027e-08,1.2505552149377763e-11,2.523233888496179e-07,3.2634670787956566e-07,2.2165022528497502e-07,1.8930222722701728e-08,3.081304384977557e-07,1.4165379980113357e-09,2.5812096282606944e-07,3.563391146599315e-07,2.6903862249127997e-07,5.660686497321876e-08,2.2105470520727977e-07,9.3420311486625e-08
abits:4/wbits:7,2.685974322957918e-07,2.7057694751420058e-08,3.0768205760978162e-09,1.4032366379979067e-08,1.399598659190815e-07,1.589341991348192e-10,2.6516318030189723e-09,1.496118784416467e-10,1.0483108781045303e-07,1.77351466845721e-11,3.480317900539376e-08,9.094947017729282e-12,6.659047357970849e-08,7.911773991509108e-08,6.617545977860573e-08,3.170791273987561e-08,4.081186943949433e-09,1.3836086054652696e-08
abits:5/wbits:0,1.5825207810848951e-10,3.373315848875791e-09,1.679381966823712e-09,1.8189894035458565e-12,1.028433871397283e-08,4.547473508864641e-13,2.2135736799100414e-08,2.841488822014071e-08,4.1916791815310717e-08,1.9099388737231493e-11,3.964669303968549e-08,9.094947017729282e-13,2.1547748474404216e-08,7.588170092276414e-08,2.0699360447906656e-08,6.4898415530478815e-09,1.0566338914941298e-08,8.94067397894105e-09
abits:5/wbits:1,3.049080987693742e-10,2.625938577693887e-09,1.4267698134062812e-09,2.5011104298755527e-12,1.108287506212946e-08,2.2737367544323206e-13,2.522165232221596e-08,2.8329850465524942e-08,4.328512659412809e-08,1.864464138634503e-11,3.879858923028223e-08,2.7284841053187847e-12,1.868556864792481e-08,7.669532919862831e-08,2.1331658217604854e-08,6.577351996384095e-09,1.0485507573321229e-08,8.997915301733883e-09
abits:5/wbits:2,1.2289547157706693e-09,3.899913281202316e-09,4.337380232755095e-09,3.410605131648481e-12,1.1776364772231318e-08,0.0,1.4764736988581717e-08,2.422211764496751e-08,4.1422936192248017e-08,2.6830093702301383e-11,3.933882908313535e-08,2.2737367544323206e-12,2.0998413674533367e-08,7.68753523061605e-08,2.1164311192478635e-08,6.499874416476814e-09,1.0037524589279201e-08,9.076387641471229e-09
abits:5/wbits:3,1.7394086171407253e-10,3.5170160117559135e-09,3.9519818528788164e-09,6.139089236967266e-12,9.594032235327177e-09,6.821210263296962e-13,1.6948888514889404e-08,2.4932887754403055e-08,4.3137333705089986e-08,3.092281986027956e-11,3.937475412385538e-08,4.547473508864641e-13,2.112028596457094e-08,7.802802315381996e-08,2.1845465880687698e-08,6.642324024141999e-09,1.02506589882978e-08,9.048619631357724e-09
abits:5/wbits:4,5.743459041696042e-10,2.6918769435724244e-09,3.6934579838998616e-09,2.9558577807620168e-12,1.0676330930436961e-08,0.0,1.904436430777423e-08,2.5469034881098196e-08,4.2175543057965115e-08,3.319655661471188e-11,3.6980964068789035e-08,1.3642420526593924e-12,2.0344486983958632e-08,7.848288419154414e-08,2.1072850131531595e-08,6.574538247150485e-09,1.0499547897779848e-08,9.11171582629322e-09
abits:5/wbits:5,2.0463630789890885e-12,3.934246706194244e-09,9.252744348486885e-09,2.5011104298755527e-12,4.335333869676106e-09,2.2737367544323206e-13,5.251877155387774e-08,5.509218681254424e-08,5.7093075156444684e-08,4.6838977141305804e-11,5.2200448408257216e-08,4.547473508864641e-12,2.3906977730803192e-08,8.677488949615508e-08,2.5916364165823325e-08,7.022379122645361e-09,1.0969188224407844e-08,1.0923088211711729e-08
abits:5/wbits:6,0.0,9.001951184473e-09,2.8629756343434565e-08,1.1368683772161603e-12,3.77212927560322e-09,0.0,9.289124136557803e-08,1.153980520030018e-07,7.089511200319976e-08,1.1477823136374354e-09,9.317363947047852e-08,2.955857780762017e-11,5.558013072004542e-08,1.5394542174362869e-07,5.5442711754949414e-08,7.682984914936242e-09,3.025951400559279e-08,1.4339434528665151e-08
abits:5/wbits:7,3.146146809740458e-08,8.285496733151376e-10,5.229594535194337e-12,9.845280146691948e-11,2.5615236154408194e-08,2.9558577807620168e-12,5.820766091346741e-11,6.821210263296962e-12,1.3721091818297282e-08,9.094947017729282e-13,9.449649951420724e-10,4.547473508864641e-13,2.3383108782581985e-09,8.348109759026556e-09,2.8850024591520196e-09,6.8846475187456235e-09,1.0446370879435563e-08,8.829061926007853e-09
abits:6/wbits:0,0.0,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,2.8194335754960775e-11,0.0,0.0,0.0,0.0,0.0,1.1474355687823845e-08,1.3942155874246964e-08,1.1647330211417284e-08,9.923780908138724e-09,9.386866395288962e-09
abits:6/wbits:1,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,1.8189894035458565e-12,2.2737367544323206e-11,4.547473508864641e-13,0.0,0.0,0.0,0.0,1.1475634664748213e-08,1.3974499779578764e-08,1.1610552519414341e-08,9.964622904590215e-09,9.420688229511143e-09
abits:6/wbits:2,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,1.77351466845721e-11,4.547473508864641e-13,0.0,0.0,0.0,0.0,1.1518039855218376e-08,1.398339577463048e-08,1.1608051408984466e-08,9.953879498425522e-09,9.41207645155373e-09
abits:6/wbits:3,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,1.8189894035458565e-12,2.2737367544323206e-11,0.0,0.0,0.0,0.0,0.0,1.1502606866997667e-08,1.3922345942773973e-08,1.1639713193289936e-08,9.937082268152153e-09,9.358871011500014e-09
abits:6/wbits:4,0.0,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,3.092281986027956e-11,4.547473508864641e-13,0.0,0.0,0.0,0.0,1.1434963198553305e-08,1.393547677253082e-08,1.162314333669201e-08,9.957147995010018e-09,9.079201390704839e-09
abits:6/wbits:5,0.0,0.0,0.0,0.0,0.0,0.0,1.7280399333685637e-11,4.4565240386873484e-11,1.8189894035458565e-12,0.0,9.094947017729282e-13,0.0,9.094947017729282e-13,1.0926385130005656e-08,1.3925983921581064e-08,1.159918383564218e-08,9.892744401440723e-09,7.629125775565626e-09
abits:6/wbits:6,0.0,0.0,2.2737367544323206e-13,0.0,4.547473508864641e-13,0.0,7.321432349272072e-11,9.231371222995222e-11,1.546140993013978e-11,0.0,2.4101609596982598e-11,0.0,5.4569682106375694e-12,9.077496088139014e-09,1.3478597793437075e-08,1.1483393791422714e-08,1.0027065400208812e-08,8.86760176399548e-09
abits:6/wbits:7,1.0231815394945443e-10,0.0,0.0,0.0,2.5011104298755527e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,1.467634547225316e-08,1.3195347037253669e-08,1.1222056173210149e-08,7.657973810637486e-09,1.8087007447320502e-09
abits:7/wbits:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3853309610567521e-09,6.479012881754898e-10,1.1935696875298163e-09,1.156337248175987e-09,7.753442332614213e-10
abits:7/wbits:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.368221091979649e-09,6.383231720974436e-10,1.1744987205020152e-09,1.1581846592889633e-09,7.661640211154008e-10
abits:7/wbits:2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.365691559840343e-09,6.310472144832602e-10,1.167165919468971e-09,1.142126393460785e-09,7.742357865936356e-10
abits:7/wbits:3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3695853340323083e-09,6.326672519207932e-10,1.1826557511085412e-09,1.12558495857229e-09,7.557332537544426e-10
abits:7/wbits:4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3667715847986983e-09,6.332641078188317e-10,1.177795638795942e-09,1.1476402050902834e-09,7.962910331116291e-10
abits:7/wbits:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4410090898309136e-09,6.577920430572703e-10,1.2308589703025063e-09,1.132690385929891e-09,4.961577815265628e-10
abits:7/wbits:6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7526247120258631e-09,7.308926797122695e-10,1.2321095255174441e-09,1.50618006955483e-09,9.605685136193642e-10
abits:7/wbits:7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.418226116191363e-10,4.3729642129619606e-10,1.0423377716506366e-09,3.9381120586767793e-10,9.29105681279907e-11
